x,y
2331.82, 1230.13
2353.49, 1227.53
2363.07, 1225.41
2335.47, 1217.38
2358.28, 1217.17
2360.45, 1218.05
2341.76, 1216.32
2376.91, 1222.21
2359.81, 1220.23
2352.37, 1219.51
2348.62, 1219.44
2336.16, 1217.85
2348.95, 1220.46
2356.13, 1222.26
2349.27, 1221.57
2362.5, 1224.63
2355.81, 1223.85
2365.29, 1226.25
2374.65, 1228.71
2344.18, 1223.07
2378.76, 1230.73
2353.67, 1226.09
2352.36, 1226.42
2370.55, 1230.86
2372.03, 1231.81
2349.78, 1227.36
2372.74, 1233.12
2344.91, 1227.17
2330.61, 1224.24
2344.76, 1228.16
2343.18, 1228.24
2363.33, 1233.85
2352.42, 1232.07
2358.8, 1234.32
2382.05, 1241.17
2305.82, 1139.86
2307.35, 1144.71
2305.23, 1150.45
2309.85, 1154.49
2311.39, 1159.27
2314.12, 1163.97
2318.22, 1168.57
2318.06, 1173.83
2324.23, 1178.69
2321.82, 1184.11
2327.55, 1189.5
2331.14, 1195.23
2335.67, 1201.31
2336.85, 1207.32
2341.57, 1214.01
2336.76, 1216.27
2341.89, 1220.41
2345.7, 1224.56
2343.71, 1227.48
2346.57, 1231.6
2364.34, 1239.99
2364.87, 1244.18
2358.1, 1246.37
2335.56, 1228.76
2333.34, 1224.86
2332.36, 1220.51
2331.39, 1216.16
2333.34, 1210.32
2329.28, 1207.24
2326.5, 1203.65
2326.23, 1198.63
2323.01, 1195.34
2320.34, 1191.78
2322.38, 1184.54
2315.35, 1184.36
2319.98, 1174.19
2312.99, 1174.12
2314.53, 1173.21
2318.76, 1170.33
2316.55, 1174.28
2317.39, 1175.91
2316.56, 1179.26
2319.17, 1180.1
2317.58, 1184.9
2318.85, 1187.19
2319.59, 1190.05
2319.67, 1193.44
2320.88, 1195.93
2320.33, 1199.65
2321.35, 1202.28
2322.02, 1205.03
2323.38, 1207.36
2323.49, 1210.4
2324.3, 1212.99
2324.98, 1215.65
2325.03, 1218.5
2328.12, 1219.84
2327.35, 1223.13
2328.7, 1225.25
2329.37, 1227.75
2330.3, 1230.05
2414.32, 1167.21
2407, 1165.65
2406.45, 1165.27
2403.11, 1168.67
2386.9, 1192.22
2396.04, 1175.27
2388.85, 1184.59
2395.27, 1171.22
2383.7, 1188.59
2387.37, 1178.95
2383.58, 1183.25
2387.16, 1173.66
2381.88, 1180.98
2380.92, 1179.89
2378.4, 1182.12
2372.84, 1190.36
2372.25, 1189.18
2373.3, 1184.57
2377.88, 1185.03
2385.91, 1179.71
2398.81, 1166.99
2400.28, 1175.73
2413.42, 1166.12
2426.69, 1158.22
2398.94, 1167.82
2370.7, 1148.02
2362.54, 1175.74
2359.69, 1166.95
2354.06, 1192.77
2352.82, 1165.7
2348.86, 1185.94
2346.4, 1177.96
2343.67, 1192.28
2341.44, 1194.25
2339.21, 1189.98
2336.08, 1166.89
2333.84, 1170.15
2332.64, 1186.08
2330.74, 1187.74
2329.34, 1193.29
2326.79, 1187.4
2325.2, 1190.66
2324.29, 1197.6
2321.73, 1192.92
2320.3, 1195.08
2320.04, 1202.9
2318.31, 1202.09
2317.55, 1206.12
2315.13, 1202.24
2313.93, 1203.99
2312.32, 1203.84
2311.97, 1208.52
2310.31, 1208
2308.42, 1206.9
2307.73, 1209.63
2305.51, 1207.46
2305.44, 1211.92
2300.58, 1202.49
2293.14, 1186.87
2275.98, 1147.53
2272.5, 1144.78
2280.51, 1161.81
2305.26, 1212.94
2308.57, 1212.34
2311.75, 1211.28
2315.57, 1212.62
2317.77, 1208.82
2320.97, 1208.28
2323.72, 1206.02
2326.36, 1203.33
2329.92, 1204.61
2332.56, 1201.21
2335.44, 1198.78
2339.03, 1201.09
2341.66, 1196.36
2344.71, 1193.99
2347.82, 1191.92
2351.13, 1191.49
2354.39, 1191.57
2357.64, 1188.64
2360.92, 1187.6
2364.32, 1186.45
2367.67, 1185.37
2371.41, 1179.88
2374.87, 1179.57
2379.45, 1169.11
2382.8, 1171.29
2386.8, 1168.7
2390.8, 1166.77
2393.82, 1170.96
2397.63, 1170.04
2402.15, 1166.46
2405.13, 1169.68
2413.03, 1153.82
2412.27, 1166.1
2398.48, 1168.74
2394.72, 1167.79
2392.5, 1170.23
2389.31, 1169.64
2387.13, 1171.01
2382.2, 1166.05
2382.64, 1172.37
2382.02, 1176.08
2380.07, 1176.8
2378.35, 1177.67
2373.78, 1173.69
2373.02, 1176.33
2373.48, 1180.67
2371.92, 1181.62
2370.67, 1182.95
2367.38, 1181.34
2367.61, 1184.77
2365.66, 1185.06
2364.26, 1186.19
2363.38, 1187.78
2366.03, 1186.56
2366.64, 1182.46
2367.86, 1179.06
2373.43, 1181.97
2374.64, 1178.57
2378.13, 1178.66
2382.72, 1180.72
2385.57, 1180.16
2387.54, 1178.04
2387.75, 1172.61
2391.61, 1174.13
2394.97, 1174.66
2397.54, 1173.73
2400.32, 1173.37
2402.93, 1172.62
