x,y
615.71, 11.5503
636.573, 5.38247
659.264, 13.9178
662.892, 15.5861
544.582, 17.7167
595.188, 7.86666
614.366, 0.794884
617.972, -6.80631
622.437, 2.34053
637.168, 32.0479
640.653, 30.605
649.119, 11.5468
653.969, -0.446351
658.19, -3.45508
656.895, 40.2628
664.177, 11.7393
664.965, -2.23713
661.267, 6.43821
654.768, 24.2241
652.547, 11.1336
649.774, 22.0181
647.106, 12.5965
644.278, 9.64393
639.203, 17.0766
637.884, 34.4153
632.38, 0.945302
631.527, 19.3728
617.878, 17.2668
611.172, 11.703
663.291, -0.134526
653.265, -15.3258
655.337, 31.3258
645.492, -10.5784
650.69, 29.3412
649.218, 32.7869
643.103, 15.6256
645.131, 33.0527
638.022, 14.2828
640.268, 30.9229
636.715, 26.0397
636.734, 33.1507
624.742, 3.55092
625.663, 13.6316
627.613, 25.894
609.787, -14.7496
625.55, 32.1101
617.536, 18.1591
604.497, -6.06256
613.159, 19.4285
608.137, 14.1063
592.489, -12.4816
597.752, 4.06087
595.673, 5.53139
599.9, 18.5379
606.038, 34.0137
590.942, 17.1161
581.026, 5.85372
584.022, 15.2001
585.233, 9.82523
580.035, -6.3129
596.6, 13.7179
605.237, 21.6532
606.118, 15.7441
605.102, 5.90685
612.35, 12.1155
618.552, 16.7569
627.004, 27.1191
633.597, 34.4057
636.748, 33.9608
