396.781, -24.07
409.228, -8.50443
390.339, -15.6692
382.412, -18.529
368.711, -26.3954
385.839, -9.05618
378.332, -12.0501
385.315, -2.4228
373.462, -9.52922
368.377, -10.7494
364.781, -11.4398
352.422, -20.7928
353.886, -16.9051
352.667, -21.9402
359.288, -19.3682
365.245, -17.6398
369.731, -17.425
366.978, -23.6579
385.775, -11.3159
377.102, -22.3901
372.358, -29.9309
380.412, -27.1305
380.208, -30.8988
387.352, -29.1207
399.952, -23.6212
418.953, -18.012
396.42, -36.9421
424.147, -21.9655
285.104, 8.5973
285.285, 1.68342
283.543, -10.5764
282.248, -22.8743
281.232, -33.2962
283.589, -33.1547
281.324, -35.1966
280.713, -32.3966
281.656, -24.0757
282.695, -14.7794
284.367, -2.06143
284.743, 6.68254
284.462, -4.60839
283.284, -17.951
281.736, -31.2988
282.886, -34.7543
282.419, -33.6933
281.492, -34.148
281.234, -32.2251
281.335, -28.7221
281.901, -22.9282
282.008, -18.5735
282.491, -11.8116
283.42, -1.94165
284.023, 7.62499
286.136, 27.308
424.723, -19.5468
286.421, 38.9708
399.378, -35.561
285.157, 42.2558
423.499, -14.8806
409.089, -22.6802
421.497, -10.026
388.858, -34.1897
401.889, -20.8147
416.506, -5.39876
383.225, -31.6231
401.753, -12.3026
393.052, -17.7399
380.662, -27.1532
384.783, -20.6515
381.038, -21.9503
381.233, -25.4903
389.998, -20.6979
391.084, -23.5363
391.625, -26.8251
391.275, -30.8409
402.894, -24.2702
403.547, -27.3759
401.763, -32.5542
407.35, -31.6143
421.606, -24.0304
407.725, -38.457
411.903, -38.8051
298.363, 25.6491
443.292, -19.4836
292.386, -29.576
293.49, -36.193
295.9, -34.9788
297.883, -36.0934
300.046, -36.2885
302.61, -34.7756
304.284, -36.8555
306.737, -36.0147
309.012, -35.9693
311.066, -36.7535
309.883, -38.1436
309.628, -36.2189
308.935, -35.7846
308.13, -35.8018
307.319, -35.8732
306.676, -35.1511
305.87, -35.2047
305.1, -35.0851
304.261, -35.5413
303.356, -36.398
302.875, -34.2808
301.927, -35.5881
301.19, -35.2817
300.549, -33.8673
299.728, -34.5588
417.289, -34.8941
298.85, -36.0599
407.889, -41.0075
298.182, -34.3954
414.698, -32.568
297.407, -34.3168
411.522, -33.2113
296.619, -34.6783
407.279, -35.0067
295.831, -35.8488
405.816, -34.2611
295.097, -33.9594
405.09, -32.7176
294.319, -34.3101
405.351, -36.1302
296.51, -34.3839
408.468, -36.6701
298.705, -34.0376
408.848, -39.8634
300.9, -34.0885
417.517, -35.2198
302.994, -34.9766
305.158, -35.4076
307.381, -34.8374
309.484, -35.9958
311.685, -35.8168
313.692, -37.5548
315.895, -36.7808
317.984, -37.5534
320.176, -37.5421
322.352, -37.688
324.347, -38.8958
326.455, -39.3839
328.846, -38.1323
330.892, -39.0026
333.345, -38.0539
335.601, -38.0794
337.596, -39.1659
339.883, -39.1303
342.26, -38.5999
341.29, -39.0922
340.59, -38.6175
339.67, -39.0102
339.009, -38.3492
337.403, -38.8687
336.664, -38.5509
336.078, -37.4012
334.954, -39.1649
334.292, -38.5391
333.549, -38.2089
332.821, -37.7148
332.061, -37.4066
331.197, -38.0107
330.501, -37.0246
329.61, -38.4533
328.967, -36.4131
328.056, -38.4102
327.332, -37.0605
326.52, -37.7129
325.746, -36.8878
324.95, -37.896
324.18, -37.0227
323.365, -36.2647
325.597, -37.2305
327.801, -37.6928
330.014, -36.629
332.108, -38.6161
334.304, -38.4113
336.397, -40.302
338.7, -38.3314
340.748, -40.2484
342.984, -39.654
345.028, -40.4353
347.314, -39.6295
349.265, -41.5483
351.412, -41.8328
353.863, -40.2402
355.94, -41.0869
358.1, -41.4272
360.272, -41.3872
362.388, -41.9738
364.842, -41.0809
367.066, -41.287
369.127, -42.161
371.206, -42.9295
370.654, -41.9007
369.642, -42.6535
368.915, -42.2901
368.234, -41.6828
367.419, -41.8033
366.599, -41.8569
365.85, -41.5412
364.842, -42.7962
364.296, -41.182
362.775, -41.049
361.944, -41.3018
361.137, -41.4083
360.39, -40.931
359.569, -41.2517
358.825, -40.9143
358.05, -40.5826
357.26, -40.4149
356.467, -40.2651
355.657, -41.0944
354.869, -40.4934
354.102, -40.8685
353.296, -40.302
352.493, -40.2148
354.735, -41.2404
356.932, -41.0373
359.133, -41.4224
361.266, -41.1331
363.45, -41.7743
365.653, -41.5269
367.767, -43.135
370.048, -41.6349
372.22, -42.0418
374.385, -42.4591
376.364, -43.9422
378.736, -42.4361
380.784, -43.6959
382.985, -43.7489
385.186, -43.8442
272.98, -22.125
387.517, -43.2414
276.911, -23.0791
389.6, -43.7316
281.494, -25.2614
391.749, -44.2168
285.939, -27.2919
394.166, -43.4622
288.877, -27.1737
396.361, -43.8167
291.649, -26.8526
295.165, -27.808
297.979, -27.6975
296.326, -27.8079
294.566, -27.7988
287.842, -20.1391
397.651, -43.6765
290.029, -26.3357
396.76, -44.011
282.069, -17.4471
395.986, -43.7531
287.807, -28.646
395.219, -43.4307
282.293, -23.6963
394.57, -42.2767
279.489, -22.7342
393.685, -42.6723
277.17, -22.5272
392.018, -43.5844
272.786, -20.5954
391.27, -43.024
390.509, -42.4692
262.987, -14.432
389.7, -42.3604
388.861, -43.0358
388.069, -42.7563
387.213, -43.8975
386.44, -43.1023
385.636, -43.109
384.832, -41.7195
