x,y
555.998, 78.6261
547.672, 96.2696
549.072, 98.6127
550.991, 100.331
546.127, 111.284
571.974, 80.6476
561.606, 103.136
579.33, 85.6196
578.747, 90.7395
559.144, 117.961
583.676, 102.275
466.145, 93.6426
468.897, 90.025
470.002, 96.8897
470.514, 105.199
475.824, 89.3865
476.084, 98.9784
477.431, 102.309
481.115, 96.5163
481.585, 103.04
482.497, 107.688
486.529, 101.144
488.028, 103.354
492.295, 97.2627
493.27, 101.108
498.09, 94.1795
500.639, 93.6643
499.83, 102.284
502.988, 100.214
505.822, 99.0226
512.841, 88.5813
520.926, 76.1971
512.614, 100.649
514.874, 101.041
525.102, 85.5466
518.638, 103.719
533.585, 80.1061
521.946, 107.158
525.753, 104.849
529.3, 103.475
536.293, 96.2136
529.891, 111.194
550.174, 83.6017
546.177, 94.5399
543.462, 103.309
544.068, 106.606
544.03, 110.95
556.88, 97.3035
560.171, 97.1544
574.63, 82.9484
574.424, 92.4047
576.735, 102.393
577.914, 109.129
591.973, 98.2519
595.84, 102.62
585.545, 104.937
591.252, 94.8907
572.636, 98.774
577.867, 88.1995
549.039, 119.64
575.966, 81.2244
567.667, 87.2003
544.319, 114.443
556.469, 93.5055
548.062, 100.838
543.167, 103.747
550.287, 88.2504
536.003, 105.917
539.81, 95.0857
533.198, 101.39
536.252, 91.4981
534.309, 89.6291
523.945, 103.492
528.618, 89.5247
522.961, 95.258
517.242, 101.456
516.102, 98.4696
513.416, 98.9127
513.71, 92.4145
508.307, 99.1367
508.184, 93.3044
501.719, 103.402
501.321, 98.3865
503.823, 84.9965
495.638, 101.133
493.626, 100.054
490.151, 103.905
487.907, 103.748
488.568, 94.1926
483.913, 102.609
481.377, 103.827
479.6, 102.562
476.958, 104.316
476.493, 97.1396
473.413, 100.99
472.209, 96.4748
469.277, 100.9
468.512, 92.3378
465.362, 98.7555
463.989, 92.7876
460.425, 104.071
458.913, 98.6974
456.678, 100.541
454.52, 102.119
453.275, 89.8638
451.01, 92.2833
448.931, 104.22
448.015, 102.997
447.444, 98.7869
447.011, 99.6806
446.741, 104.813
446.909, 95.4109
447.016, 91.2167
447.212, 103.069
447.445, 101.622
447.922, 96.5843
448.358, 101.489
448.917, 100.782
449.455, 105.989
449.99, 99.4134
450.588, 98.7655
451.221, 96.729
599.787, 105.619
454.223, 96.5482
456.813, 94.1246
458.739, 101.305
460.485, 103.732
462.384, 97.3731
463.81, 98.7083
464.895, 102.041
465.993, 103.406
467.159, 102.389
467.997, 104.449
469.186, 101.347
470.137, 101.172
471.056, 99.7107
471.547, 104.149
473.117, 93.8447
473.138, 104.555
474.801, 92.6529
474.747, 103.665
475.795, 98.871
476.87, 94.8789
477.839, 92.3283
478.278, 95.5889
478.862, 98.0858
478.914, 106.384
479.883, 103.803
481.647, 89.2066
481.433, 102.078
482.29, 99.8853
483.181, 97.7945
483.944, 96.8138
484.139, 103.77
485.092, 100.323
486.091, 97.3993
486.592, 99.2579
486.791, 105.6
488.071, 98.4549
489.126, 93.6786
489.893, 93.7886
490.249, 97.5204
490.789, 99.4334
491.51, 99.5575
492.313, 98.0538
492.774, 101.553
493.79, 97.2859
494.558, 97.3609
494.921, 101.01
495.938, 96.7326
496.876, 94.0372
497.289, 97.5973
498.433, 92.8194
498.629, 98.6137
499.333, 98.3903
499.953, 99.8284
500.532, 101.236
501.68, 95.8111
501.904, 101.84
502.514, 103.943
503.872, 94.6903
503.749, 105.225
505.229, 95.4828
505.698, 98.3214
507.163, 89.3947
506.674, 104.056
507.716, 99.457
508.282, 101.59
508.758, 104.334
510.082, 96.6259
510.975, 93.9525
512.084, 89.6514
512.27, 95.5576
512.295, 104.16
513.556, 97.2636
514.322, 96.2432
515.268, 94.0383
515.373, 101.019
516.124, 100.187
517.266, 94.8393
517.29, 103.459
518.076, 103.281
519.291, 95.8907
519.796, 98.2562
520.063, 104.274
521.41, 95.714
522.183, 95.1565
522.971, 93.8506
523.206, 100.845
524.341, 94.4715
525.978, 82.1369
525.55, 97.1875
526.074, 99.3147
526.991, 97.4633
527.349, 101.163
528.232, 98.6305
529.169, 95.9393
529.4, 101.872
529.871, 105.237
531.306, 95.5265
531.904, 97.8357
532.43, 99.3496
532.877, 102.47
533.624, 102.252
534.257, 102.967
535.135, 101.618
535.827, 100.984
536.784, 97.4841
537.369, 99.3712
538.143, 98.2561
538.59, 102.496
539.502, 99.015
541.395, 84.5646
